"Prevalence_ID","Topography","Topo_code","Morphology","Morpho_code","Sample_analyzed","Sample_mutated","Population","Country","Comment","Ref_ID","Cross_Ref_ID","Title","Authors","S_Ref_Year","Journal","Volume","Start_page","End_page","PubMed","Ref_comment","Tissue_processing","Start_material","Prescreening","Material_sequenced","exon2","exon3","exon4","exon5","exon6","exon7","exon8","exon9","exon10","exon11","Exclude_analysis","WGS_WXS"
"2279","VULVA","C51","Squamous cell carcinoma, NOS","8070/3","4","2","Western Europe","France","","2472","","Inactivation of the CDKN2A and the p53 tumour suppressor genes in external genital carcinomas and their precursors","Soufir N;Queille S;Liboutet M;Thibaudeau O;Bachelier F;Delestaing G;Balloy BC;Breuer J;Janin A;Dubertret L;Vilmer C;Basset-Seguin N;","2007","Br J Dermatol","156","448","453","17300232","","frozen","DNA","SSCP","direct","false","false","true","true","true","true","true","true","false","false","false","No"
"2280","PENIS","C60","Squamous cell carcinoma, NOS","8070/3","3","3","Western Europe","France","","2472","","Inactivation of the CDKN2A and the p53 tumour suppressor genes in external genital carcinomas and their precursors","Soufir N;Queille S;Liboutet M;Thibaudeau O;Bachelier F;Delestaing G;Balloy BC;Breuer J;Janin A;Dubertret L;Vilmer C;Basset-Seguin N;","2007","Br J Dermatol","156","448","453","17300232","","frozen","DNA","SSCP","direct","false","false","true","true","true","true","true","true","false","false","false","No"
"2281","OTHER ENDOCRINE GLANDS AND RELATED STRUCTURES","C75","Pituitary adenoma, NOS (C75.1)","8272/0","8","0","Northern America","USA","","2473","","P53 gene mutations in pituitary carcinomas","Tanizaki Y;Jin L;Scheithauer BW;Kovacs K;Roncaroli F;Lloyd RV;","2007","Endocr Pathol","18","217","222","18026859","","fixed","DNA","none","direct","false","false","false","true","true","true","true","false","false","false","false","No"
"2282","OTHER ENDOCRINE GLANDS AND RELATED STRUCTURES","C75","Pituitary carcinoma, NOS (C75.1)","8272/3","6","2","Northern America","USA","","2473","","P53 gene mutations in pituitary carcinomas","Tanizaki Y;Jin L;Scheithauer BW;Kovacs K;Roncaroli F;Lloyd RV;","2007","Endocr Pathol","18","217","222","18026859","","fixed","DNA","none","direct","false","false","false","true","true","true","true","false","false","false","false","No"
"2283","PERIPHERAL NERVES AND AUTONOMIC NERVOUS SYSTEM","C47","Malignant peripheral nerve sheath tumor","9540/3","19","4","NA","NA","NF1 cases","2474","","Germline and somatic NF1 gene mutation spectrum in NF1-associated malignant peripheral nerve sheath tumors (MPNSTs)","Upadhyaya M;Kluwe L;Spurlock G;Monem B;Majounie E;Mantripragada K;Ruggieri M;Chuzhanova N;Evans DG;Ferner R;Thomas N;Guha A;Mautner V;","2008","Hum Mutat","29","74","82","17960768","","","DNA","none","direct","false","false","true","true","true","true","true","true","false","false","false","No"
"2284","HEAD&NECK, NOS","C00-C14","Squamous cell carcinoma, NOS","8070/3","25","0","Northern America","USA","MDM2/MDM4 expressing tumors","2475","","High levels of the p53 inhibitor MDM4 in head and neck squamous carcinomas","Valentin-Vega YA;Barboza JA;Chau GP;El-Naggar AK;Lozano G;","2007","Hum Pathol","38","1553","1562","17651783","","fixed","DNA","none","direct","false","false","false","true","true","true","true","true","false","false","false","No"
"2285","THYROID AND OTHER ENDOCRINE GLANDS, NOS","C73-C75","Carcinoma, anaplastic, NOS","8021/3","16","9","South Eastern Asia","Chinese Taipei (Taiwan)","","2476","","Anaplastic carcinoma of the thyroid arising more often from follicular carcinoma than papillary carcinoma","Wang HM;Huang YW;Huang JS;Wang CH;Kok VC;Hung CM;Chen HM;Tzen CY;","2007","Ann Surg Oncol","14","3011","3018","17638058","","fixed","DNA","none","direct","false","false","false","true","true","true","true","true","false","false","false","No"
"2286","BRONCHUS AND LUNG","C34","Pulmonary sclerosing hemangioma","4","19","3","Eastern Asia","China","","2477","","p53 protein expression and genetic mutation in two primary cell types in pulmonary sclerosing haemangioma","Wang Y;Dai SD;Qi FJ;Xu HT;Wang EH;","2008","J Clin Pathol","61","192","196","17704262","","fixed","DNA","SSCP","direct","false","false","false","true","true","true","true","false","false","false","false","No"
"2287","LIVER AND INTRAHEPATIC BILE DUCTS","C22","Hepatocellular carcinoma, NOS (C22.0)","8170/3","50","28","Eastern Asia","China","","2478","","Screen p53 mutations in hepatocellular carcinoma by FASAY: a novel splicing mutation","Wu XM;Fu JG;Ge WZ;Zhu JY;Wang JY;Zhang W;Qian W;Huo KK;","2007","J Zhejiang Univ Sci B","8","81","87","17266182","","frozen","RNA","FASAY","cloned","false","false","true","true","true","true","true","true","false","false","false","No"
"2288","LIVER AND INTRAHEPATIC BILE DUCTS","C22","Hepatocellular carcinoma, NOS (C22.0)","8170/3","83","16","Eastern Asia","Japan","","2481","","Prognosis in patients with hepatocellular carcinoma correlates to mutations of p53 and/or hMSH2 genes","Yano M;Hamatani K;Eguchi H;Hirai Y;MacPhee DG;Sugino K;Dohi K;Itamoto T;Asahara T;","2007","Eur J Cancer","43","1092","1100","17350822","","frozen","DNA","none","direct","false","false","false","true","true","true","true","false","false","false","false","No"
"2289","LIVER AND INTRAHEPATIC BILE DUCTS","C22","Hepatocellular carcinoma, NOS (C22.0)","8170/3","25","10","Northern Africa","Egypt","HCV positive patients","2482","","p53 mutation in HCV-genotype-4 associated hepatocellular carcinoma in Egyptian patients","Zekri AR;Bahnassy AA;Madbouly MS;Asaad NY;El-Shehaby AM;am El Din HM;","2006","J Egypt Natl Canc Inst","18","17","29","17237848","","frozen","DNA","SSCP","direct","false","false","false","true","true","true","true","false","false","false","false","No"
"2290","HEAD&NECK, NOS","C00-C14","Squamous cell carcinoma, NOS","8070/3","83","44","Northern America","USA","","2483","","Frequency and phenotypic implications of mitochondrial DNA mutations in human squamous cell cancers of the head and neck","Zhou S;Kachhap S;Sun W;Wu G;Chuang A;Poeta L;Grumbine L;Mithani SK;Chatterjee A;Koch W;Westra WH;Maitra A;Glazer C;Carducci M;Sidransky D;McFate T;Verma A;Califano JA;","2007","Proc Natl Acad Sci U S A","104","7540","7545","17456604","","","DNA","AmpliChip","direct","true","true","true","true","true","true","true","true","true","true","false","No"
"2291","LIVER AND INTRAHEPATIC BILE DUCTS","C22","Hepatocellular carcinoma, NOS (C22.0)","8170/3","12","3","Eastern Asia","China","high aflatoxin area","167","","Low frequency of p53 mutations observed in a diverse collection of primary hepatocellular carcinomas","Buetow KH;Sheffield VC;Zhu M;Zhou T;Shen FM;Hino O;Smith M;McMahon BJ;Lanier AP;London WT;etal","1992","Proc Natl Acad Sci U S A","89","9622","9626","0001329103","","","DNA","DGGE","direct","false","false","false","true","true","true","true","true","false","false","false","No"
"2292","LIVER AND INTRAHEPATIC BILE DUCTS","C22","Hepatocellular carcinoma, NOS (C22.0)","8170/3","39","4","Northern America","Northern America, NOS","","167","","Low frequency of p53 mutations observed in a diverse collection of primary hepatocellular carcinomas","Buetow KH;Sheffield VC;Zhu M;Zhou T;Shen FM;Hino O;Smith M;McMahon BJ;Lanier AP;London WT;etal","1992","Proc Natl Acad Sci U S A","89","9622","9626","0001329103","","","DNA","DGGE","direct","false","false","false","true","true","true","true","true","false","false","false","No"
"2293","LIVER AND INTRAHEPATIC BILE DUCTS","C22","Hepatocellular carcinoma, NOS (C22.0)","8170/3","17","2","Eastern Asia","Japan","only exon 7 analyzed","1835","","Geographic characterization of hepatitis virus infections, genotyping of hepatitis B virus, and p53 mutation in hepatocellular carcinoma analyzed by in situ detection of viral genomes from carcinoma tissues: comparison among six different countries","Ding X;Park YN;Taltavull TC;Thung SN;Jin X;Jin Y;Trung NS;Edamoto Y;Sata T;Abe K;","2003","Jpn J Infect Dis","56","12","18","12711820","","fixed","DNA","none","direct","false","false","false","false","false","true","false","false","false","false","false","No"
"2294","LIVER AND INTRAHEPATIC BILE DUCTS","C22","Hepatocellular carcinoma, NOS (C22.0)","8170/3","80","11","Eastern Asia","China","only exon 7 analyzed","1835","","Geographic characterization of hepatitis virus infections, genotyping of hepatitis B virus, and p53 mutation in hepatocellular carcinoma analyzed by in situ detection of viral genomes from carcinoma tissues: comparison among six different countries","Ding X;Park YN;Taltavull TC;Thung SN;Jin X;Jin Y;Trung NS;Edamoto Y;Sata T;Abe K;","2003","Jpn J Infect Dis","56","12","18","12711820","","fixed","DNA","none","direct","false","false","false","false","false","true","false","false","false","false","false","No"
"2295","LIVER AND INTRAHEPATIC BILE DUCTS","C22","Hepatocellular carcinoma, NOS (C22.0)","8170/3","42","2","Eastern Asia","Korea","only exon 7 analyzed","1835","","Geographic characterization of hepatitis virus infections, genotyping of hepatitis B virus, and p53 mutation in hepatocellular carcinoma analyzed by in situ detection of viral genomes from carcinoma tissues: comparison among six different countries","Ding X;Park YN;Taltavull TC;Thung SN;Jin X;Jin Y;Trung NS;Edamoto Y;Sata T;Abe K;","2003","Jpn J Infect Dis","56","12","18","12711820","","fixed","DNA","none","direct","false","false","false","false","false","true","false","false","false","false","false","No"
"2296","LIVER AND INTRAHEPATIC BILE DUCTS","C22","Hepatocellular carcinoma, NOS (C22.0)","8170/3","24","0","South Eastern Asia","Vietnam","only exon 7 analyzed","1835","","Geographic characterization of hepatitis virus infections, genotyping of hepatitis B virus, and p53 mutation in hepatocellular carcinoma analyzed by in situ detection of viral genomes from carcinoma tissues: comparison among six different countries","Ding X;Park YN;Taltavull TC;Thung SN;Jin X;Jin Y;Trung NS;Edamoto Y;Sata T;Abe K;","2003","Jpn J Infect Dis","56","12","18","12711820","","fixed","DNA","none","direct","false","false","false","false","false","true","false","false","false","false","false","No"
"2297","LIVER AND INTRAHEPATIC BILE DUCTS","C22","Hepatocellular carcinoma, NOS (C22.0)","8170/3","19","2","Southern Europe","Spain","only exon 7 analyzed","1835","","Geographic characterization of hepatitis virus infections, genotyping of hepatitis B virus, and p53 mutation in hepatocellular carcinoma analyzed by in situ detection of viral genomes from carcinoma tissues: comparison among six different countries","Ding X;Park YN;Taltavull TC;Thung SN;Jin X;Jin Y;Trung NS;Edamoto Y;Sata T;Abe K;","2003","Jpn J Infect Dis","56","12","18","12711820","","fixed","DNA","none","direct","false","false","false","false","false","true","false","false","false","false","false","No"
"2298","LIVER AND INTRAHEPATIC BILE DUCTS","C22","Hepatocellular carcinoma, NOS (C22.0)","8170/3","57","5","Northern America","USA","only exon 7 analyzed","1835","","Geographic characterization of hepatitis virus infections, genotyping of hepatitis B virus, and p53 mutation in hepatocellular carcinoma analyzed by in situ detection of viral genomes from carcinoma tissues: comparison among six different countries","Ding X;Park YN;Taltavull TC;Thung SN;Jin X;Jin Y;Trung NS;Edamoto Y;Sata T;Abe K;","2003","Jpn J Infect Dis","56","12","18","12711820","","fixed","DNA","none","direct","false","false","false","false","false","true","false","false","false","false","false","No"
"2299","BRONCHUS AND LUNG","C34","Squamous cell carcinoma, NOS","8070/3","16","5","Western Europe","Germany","4/12 mutated in uranium miners and 1/4 in non-uranium miners","1316","","p53 mutations and codon 213 polymorphism of p53 in lung cancers of former uranium miners","Popp W;Vahrenholz C;Schuster H;Wiesner B;Bauer P;Tauscher F;Plogmann H;Morgenroth K;Konietzko N;Norpoth K;","1999","J Cancer Res Clin Oncol","125","309","312","0010359137","","frozen/fixed","DNA","","direct","false","false","false","true","true","true","false","false","false","false","false","No"
"2300","BRONCHUS AND LUNG","C34","Adenocarcinoma, NOS","8140/3","11","1","Western Europe","Germany","0/3 mutated in uranium miners and 1/8 in non-uranium miners","1316","","p53 mutations and codon 213 polymorphism of p53 in lung cancers of former uranium miners","Popp W;Vahrenholz C;Schuster H;Wiesner B;Bauer P;Tauscher F;Plogmann H;Morgenroth K;Konietzko N;Norpoth K;","1999","J Cancer Res Clin Oncol","125","309","312","0010359137","","frozen/fixed","DNA","","direct","false","false","false","true","true","true","false","false","false","false","false","No"
"2301","BRONCHUS AND LUNG","C34","Large cell carcinoma, NOS","8012/3","1","0","Western Europe","Germany","non-uranium miners","1316","","p53 mutations and codon 213 polymorphism of p53 in lung cancers of former uranium miners","Popp W;Vahrenholz C;Schuster H;Wiesner B;Bauer P;Tauscher F;Plogmann H;Morgenroth K;Konietzko N;Norpoth K;","1999","J Cancer Res Clin Oncol","125","309","312","0010359137","","frozen/fixed","DNA","","direct","false","false","false","true","true","true","false","false","false","false","false","No"
"2302","BRONCHUS AND LUNG","C34","Small cell carcinoma, NOS","8041/3","1","0","Western Europe","Germany","uranium miners","1316","","p53 mutations and codon 213 polymorphism of p53 in lung cancers of former uranium miners","Popp W;Vahrenholz C;Schuster H;Wiesner B;Bauer P;Tauscher F;Plogmann H;Morgenroth K;Konietzko N;Norpoth K;","1999","J Cancer Res Clin Oncol","125","309","312","0010359137","","frozen/fixed","DNA","","direct","false","false","false","true","true","true","false","false","false","false","false","No"
"2303","LIVER AND INTRAHEPATIC BILE DUCTS","C22","Hepatocellular carcinoma, NOS (C22.0)","8170/3","16","3","Central America","Mexico","","653","","An aflatoxin-associated mutational hotspot at codon 249 in the p53 tumor suppressor gene occurs in hepatocellular carcinomas from Mexico","Soini Y;Chia SC;Bennett WP;Groopman JD;Wang JS;DeBenedetti VM;Cawley H;Welsh JA;Hansen C;Bergasa NV;Jones EA;DiBisceglie AM;Trivers GE;Sandoval CA;Calderon IE;Munoz Espinosa LE;Harris CC;","1996","Carcinogenesis","17","1007","1012","0008640905","","frozen","DNA","none","direct","false","false","false","false","false","true","false","false","false","false","false","No"
"2304","LIVER AND INTRAHEPATIC BILE DUCTS","C22","Hepatocellular carcinoma, NOS (C22.0)","8170/3","12","0","Northern America","USA","Alaskan natives","2484","","p53 is not mutated in hepatocellular carcinomas from Alaska Natives","De B;Welsh JA;Trivers GE;Harpster A;Parkinson AJ;Lanier AP;McMahon BJ;Bennett WP;","1995","Cancer Epidemiol Biomarkers Prev","4","79","82","7894327","","fixed/frozen","DNA","none","direct","false","false","false","true","true","true","true","false","false","false","false","No"
"2305","LIVER AND INTRAHEPATIC BILE DUCTS","C22","Hepatocellular carcinoma, NOS (C22.0)","8170/3","60","0","Southern Europe","Spain","","2486","","Absence of p53 gene mutations in hepatocarcinomas from a Mediterranean area of Spain. A study of 129 archival tumour samples","Boix-Ferrero J;Pellin A;Blesa R;Adrados M;Llombart-Bosch A;","1999","Virchows Arch","434","497","501","10394883","","fixed","DNA","SSCP","","false","false","false","true","true","true","true","false","false","false","false","No"
"2306","LIVER AND INTRAHEPATIC BILE DUCTS","C22","Hepatocellular carcinoma, NOS (C22.0)","8170/3","87","56","Eastern Asia","China","only codon 249 (c.747G>T) analyzed, high HCC/ AFB1 exposure area","2487","913","Aflatoxin sufferer and p53 gene mutation in hepatocellular carcinoma","Deng ZL;Ma Y;","1998","World J Gastroenterol","4","28","29","11819223","only codon 249 (c.747G>T) analyzed","fixed","DNA","none","direct","false","false","false","false","false","true","false","false","false","false","false","No"
"2307","LIVER AND INTRAHEPATIC BILE DUCTS","C22","Hepatocellular carcinoma, NOS (C22.0)","8170/3","20","3","Eastern Asia","China","only codon 249 (c.747G>T) analyzed, low HCC/AFB1 exposure area","2487","913","Aflatoxin sufferer and p53 gene mutation in hepatocellular carcinoma","Deng ZL;Ma Y;","1998","World J Gastroenterol","4","28","29","11819223","only codon 249 (c.747G>T) analyzed","fixed","DNA","none","direct","false","false","false","false","false","true","false","false","false","false","false","No"
"2308","LIVER AND INTRAHEPATIC BILE DUCTS","C22","Hepatoblastoma (C22.0)","8970/3","15","0","Northern America","USA","","2488","","Overexpression of the oncoprotein p53 in primary hepatic tumors of childhood does not correlate with gene mutations","Kennedy SM;Macgeogh C;Jaffe R;Spurr NK;","1994","Hum Pathol","25","438","442","8200636","","frozen","DNA","none","direct","false","false","false","true","true","true","true","false","false","false","false","No"
"2309","LIVER AND INTRAHEPATIC BILE DUCTS","C22","Hepatocellular carcinoma, NOS (C22.0)","8170/3","9","0","Northern America","USA","","2488","","Overexpression of the oncoprotein p53 in primary hepatic tumors of childhood does not correlate with gene mutations","Kennedy SM;Macgeogh C;Jaffe R;Spurr NK;","1994","Hum Pathol","25","438","442","8200636","","frozen","DNA","none","direct","false","false","false","true","true","true","true","false","false","false","false","No"
"2310","LIVER AND INTRAHEPATIC BILE DUCTS","C22","Embryonal sarcoma","8991/3","1","0","Northern America","USA","","2488","","Overexpression of the oncoprotein p53 in primary hepatic tumors of childhood does not correlate with gene mutations","Kennedy SM;Macgeogh C;Jaffe R;Spurr NK;","1994","Hum Pathol","25","438","442","8200636","","frozen","DNA","none","direct","false","false","false","true","true","true","true","false","false","false","false","No"
"2311","BRONCHUS AND LUNG","C34","Adenocarcinoma, NOS","8140/3","23","0","Northern America","USA","only codon 249 (c.747G>T) analyzed, uranium miners","2489","","p53 and K-ras in radon-associated lung adenocarcinoma","McDonald JW;Taylor JA;Watson MA;Saccomanno G;Devereux TR;","1995","Cancer Epidemiol Biomarkers Prev","4","791","793","8672998","only codon 249 (c.747G>T) analyzed","fixed","DNA","RFLP","","false","false","false","false","false","false","false","false","false","false","false","No"
"2312","BRONCHUS AND LUNG","C34","Carcinoma, NOS","8010/3","17","0","Northern Europe","UK","only codon 249 (c.747G>T) analyzed, uranium miners","2490","","Screening for codon 249 p53 mutation in lung cancer associated with domestic radon exposure","Lo YM;Darby S;Noakes L;Whitley E;Silcocks PB;Fleming KA;Bell JI;","1995","Lancet","345","60","","7799721","only codon 249 (c.747G>T) analyzed","fixed","DNA","RFLP/ARMS","","false","false","false","false","false","false","false","false","false","false","false","No"
"2313","LIVER AND INTRAHEPATIC BILE DUCTS","C22","Hepatocellular carcinoma, NOS (C22.0)","8170/3","181","97","Eastern Asia","China","only codon 249 (c.747G>T) analyzed, Qidong area","2491","","Dominant role of hepatitis B virus and cofactor role of aflatoxin in hepatocarcinogenesis in Qidong, China","Ming L;Thorgeirsson SS;Gail MH;Lu P;Harris CC;Wang N;Shao Y;Wu Z;Liu G;Wang X;Sun Z;","2002","Hepatology","36","1214","1220","12395332","only codon 249 (c.747G>T) analyzed","","DNA","RFLP","","false","false","false","false","false","false","false","false","false","false","false","No"
"2314","LIVER AND INTRAHEPATIC BILE DUCTS","C22","Hepatocellular carcinoma, NOS (C22.0)","8170/3","48","9","Eastern Asia","Korea","","2492","","Fragile histidine triad gene alterations are not essential for hepatocellular carcinoma development in South Korea","Nam CW;Shin JW;Park NH;","2008","World J Gastroenterol","14","3526","3533","18567082","","frozen","DNA","none","direct","false","false","false","true","true","true","true","true","false","false","false","No"
"2315","LIVER AND INTRAHEPATIC BILE DUCTS","C22","Hepatocellular carcinoma, NOS (C22.0)","8170/3","90","23","Southern Europe","Italy","","2493","","Chromosome instability in human hepatocellular carcinoma depends on p53 status and aflatoxin exposure","Pineau P;Marchio A;Battiston C;Cordina E;Russo A;Terris B;Qin LX;Turlin B;Tang ZY;Mazzaferro V;Dejean A;","2008","Mutat Res","653","6","13","18467159","","frozen","DNA","none","direct","false","false","true","true","true","true","true","true","true","false","false","No"
"2316","LIVER AND INTRAHEPATIC BILE DUCTS","C22","Hepatocellular carcinoma, NOS (C22.0)","8170/3","81","15","Western Europe","France","","2493","","Chromosome instability in human hepatocellular carcinoma depends on p53 status and aflatoxin exposure","Pineau P;Marchio A;Battiston C;Cordina E;Russo A;Terris B;Qin LX;Turlin B;Tang ZY;Mazzaferro V;Dejean A;","2008","Mutat Res","653","6","13","18467159","","frozen","DNA","none","direct","false","false","true","true","true","true","true","true","true","false","false","No"
"2317","LIVER AND INTRAHEPATIC BILE DUCTS","C22","Hepatocellular carcinoma, NOS (C22.0)","8170/3","52","25","Eastern Asia","China","","2493","","Chromosome instability in human hepatocellular carcinoma depends on p53 status and aflatoxin exposure","Pineau P;Marchio A;Battiston C;Cordina E;Russo A;Terris B;Qin LX;Turlin B;Tang ZY;Mazzaferro V;Dejean A;","2008","Mutat Res","653","6","13","18467159","","frozen","DNA","none","direct","false","false","true","true","true","true","true","true","true","false","false","No"
"2318","LIVER AND INTRAHEPATIC BILE DUCTS","C22","Hepatocellular carcinoma, NOS (C22.0)","8170/3","7","0","Northern America","USA","","2494","","Reduction of p53 gene expression in human primary hepatocellular carcinoma is associated with promoter region methylation without coding region mutation","Pogribny IP;James SJ;","2002","Cancer Lett","176","169","174","11804744","","frozen","DNA","SSCP","direct","false","false","false","true","true","true","true","false","false","false","false","No"
"2320","LIVER AND INTRAHEPATIC BILE DUCTS","C22","Hepatocellular carcinoma, NOS (C22.0)","8170/3","54","14","Eastern Asia","China","Guangzhou","2495","","Large-scale analysis of the genetic and epigenetic alterations in hepatocellular carcinoma from Southeast China","Su H;Zhao J;Xiong Y;Xu T;Zhou F;Yuan Y;Zhang Y;Zhuang SM;","2008","Mutat Res","641","27","35","18358501","","frozen","DNA","none","direct","true","true","true","true","true","true","true","true","true","true","false","No"
"2321","LIVER AND INTRAHEPATIC BILE DUCTS","C22","Hepatocellular carcinoma, NOS (C22.0)","8170/3","29","15","Western Africa","Gambia","","2496","","Ser-249TP53 mutation in tumour and plasma DNA of hepatocellular carcinoma patients from a high incidence area in the Gambia, West Africa","Szymanska K;Lesi OA;Kirk GD;Sam O;Taniere P;Scoazec JY;Mendy M;Friesen MD;Whittle H;Montesano R;Hainaut P;","2004","Int J Cancer","110","374","379","15095302","","fixed","DNA","RFLP","direct","false","false","false","true","true","true","true","false","false","false","false","No"
"2322","BRONCHUS AND LUNG","C34","Adenocarcinoma, NOS","8140/3","15","0","Western Europe","Germany","only codon 249 (c.747G>T) analyzed, uranium miners","2497","","Analysis of radon-associated squamous cell carcinomas of the lung for a p53 gene hotspot mutation","Yang Q;Wesch H;Mueller KM;Bartsch H;Wegener K;Hollstein M;","2000","Br J Cancer","82","763","766","10732742","only codon 249 (c.747G>T) analyzed","fixed","DNA","RFLP/seq","direct","false","false","false","false","false","false","false","false","false","false","false","No"
"2323","BRONCHUS AND LUNG","C34","Small cell carcinoma, NOS","8041/3","21","0","Western Europe","Germany","only codon 249 (c.747G>T) analyzed, uranium miners","2497","","Analysis of radon-associated squamous cell carcinomas of the lung for a p53 gene hotspot mutation","Yang Q;Wesch H;Mueller KM;Bartsch H;Wegener K;Hollstein M;","2000","Br J Cancer","82","763","766","10732742","only codon 249 (c.747G>T) analyzed","fixed","DNA","RFLP/seq","direct","false","false","false","false","false","false","false","false","false","false","false","No"
"2324","BRONCHUS AND LUNG","C34","Squamous cell carcinoma, NOS","8070/3","38","2","Western Europe","Germany","only codon 249 (c.747G>T) analyzed, uranium miners","2497","","Analysis of radon-associated squamous cell carcinomas of the lung for a p53 gene hotspot mutation","Yang Q;Wesch H;Mueller KM;Bartsch H;Wegener K;Hollstein M;","2000","Br J Cancer","82","763","766","10732742","only codon 249 (c.747G>T) analyzed","fixed","DNA","RFLP/seq","direct","false","false","false","false","false","false","false","false","false","false","false","No"
"2325","LIVER AND INTRAHEPATIC BILE DUCTS","C22","Hepatocellular carcinoma, NOS (C22.0)","8170/3","51","0","Northern America","USA","only codon 249 (c.747G>T) analyzed","2498","","Hepatitis C-associated hepatocellular carcinomas in non-cirrhotic livers","Yeh MM;Daniel HD;Torbenson M;","2010","Mod Pathol","23","276","283","19935643","only codon 249 (c.747G>T) analyzed","fixed","DNA","none","direct","false","false","false","false","false","true","false","false","false","false","false","No"
"2326","LIVER AND INTRAHEPATIC BILE DUCTS","C22","Hepatocellular carcinoma, NOS (C22.0)","8170/3","3","1","South Eastern Asia","Vietnam","only codon 249 (c.747G>T) analyzed","2499","","p53 mutation in hepatocellular carcinoma after aflatoxin exposure","Ozturk M;","1991","Lancet","338","1356","1359","1682737","only codon 249 (c.747G>T) analyzed","fixed/frozen","DNA/RNA","RFLP","","false","false","false","false","false","false","false","false","false","false","false","No"
"2327","LIVER AND INTRAHEPATIC BILE DUCTS","C22","Hepatocellular carcinoma, NOS (C22.0)","8170/3","30","2","Eastern Asia","China","only codon 249 (c.747G>T) analyzed","2499","","p53 mutation in hepatocellular carcinoma after aflatoxin exposure","Ozturk M;","1991","Lancet","338","1356","1359","1682737","only codon 249 (c.747G>T) analyzed","fixed/frozen","DNA/RNA","RFLP","","false","false","false","false","false","false","false","false","false","false","false","No"
"2328","LIVER AND INTRAHEPATIC BILE DUCTS","C22","Hepatocellular carcinoma, NOS (C22.0)","8170/3","15","8","Eastern Africa","Mozambique","only codon 249 (c.747G>T) analyzed","2499","","p53 mutation in hepatocellular carcinoma after aflatoxin exposure","Ozturk M;","1991","Lancet","338","1356","1359","1682737","only codon 249 (c.747G>T) analyzed","fixed/frozen","DNA/RNA","RFLP","","false","false","false","false","false","false","false","false","false","false","false","No"
"2329","LIVER AND INTRAHEPATIC BILE DUCTS","C22","Hepatocellular carcinoma, NOS (C22.0)","8170/3","24","1","Southern Africa","South Africa","only codon 249 (c.747G>T) analyzed","2499","","p53 mutation in hepatocellular carcinoma after aflatoxin exposure","Ozturk M;","1991","Lancet","338","1356","1359","1682737","only codon 249 (c.747G>T) analyzed","fixed/frozen","DNA/RNA","RFLP","","false","false","false","false","false","false","false","false","false","false","false","No"
"2330","LIVER AND INTRAHEPATIC BILE DUCTS","C22","Hepatocellular carcinoma, NOS (C22.0)","8170/3","5","0","Eastern Asia","Korea","only codon 249 (c.747G>T) analyzed","2499","","p53 mutation in hepatocellular carcinoma after aflatoxin exposure","Ozturk M;","1991","Lancet","338","1356","1359","1682737","only codon 249 (c.747G>T) analyzed","fixed/frozen","DNA/RNA","RFLP","","false","false","false","false","false","false","false","false","false","false","false","No"
"2331","LIVER AND INTRAHEPATIC BILE DUCTS","C22","Hepatocellular carcinoma, NOS (C22.0)","8170/3","12","0","Eastern Asia","Japan","only codon 249 (c.747G>T) analyzed","2499","","p53 mutation in hepatocellular carcinoma after aflatoxin exposure","Ozturk M;","1991","Lancet","338","1356","1359","1682737","only codon 249 (c.747G>T) analyzed","fixed/frozen","DNA/RNA","RFLP","","false","false","false","false","false","false","false","false","false","false","false","No"
"2332","LIVER AND INTRAHEPATIC BILE DUCTS","C22","Hepatocellular carcinoma, NOS (C22.0)","8170/3","27","0","Northern America","USA","only codon 249 (c.747G>T) analyzed","2499","","p53 mutation in hepatocellular carcinoma after aflatoxin exposure","Ozturk M;","1991","Lancet","338","1356","1359","1682737","only codon 249 (c.747G>T) analyzed","fixed/frozen","DNA/RNA","RFLP","","false","false","false","false","false","false","false","false","false","false","false","No"
"2333","LIVER AND INTRAHEPATIC BILE DUCTS","C22","Hepatocellular carcinoma, NOS (C22.0)","8170/3","20","0","Western Europe","Germany","only codon 249 (c.747G>T) analyzed","2499","","p53 mutation in hepatocellular carcinoma after aflatoxin exposure","Ozturk M;","1991","Lancet","338","1356","1359","1682737","only codon 249 (c.747G>T) analyzed","fixed/frozen","DNA/RNA","RFLP","","false","false","false","false","false","false","false","false","false","false","false","No"
"2334","LIVER AND INTRAHEPATIC BILE DUCTS","C22","Hepatocellular carcinoma, NOS (C22.0)","8170/3","12","0","Southern Europe","Spain","only codon 249 (c.747G>T) analyzed","2499","","p53 mutation in hepatocellular carcinoma after aflatoxin exposure","Ozturk M;","1991","Lancet","338","1356","1359","1682737","only codon 249 (c.747G>T) analyzed","fixed/frozen","DNA/RNA","RFLP","","false","false","false","false","false","false","false","false","false","false","false","No"
"2335","LIVER AND INTRAHEPATIC BILE DUCTS","C22","Hepatocellular carcinoma, NOS (C22.0)","8170/3","8","0","Western Asia","Turkey","only codon 249 (c.747G>T) analyzed","2499","","p53 mutation in hepatocellular carcinoma after aflatoxin exposure","Ozturk M;","1991","Lancet","338","1356","1359","1682737","only codon 249 (c.747G>T) analyzed","fixed/frozen","DNA/RNA","RFLP","","false","false","false","false","false","false","false","false","false","false","false","No"
